claim_id,substance_canonical,claim_text_exact,conditions_of_use,requires_source_of,on_hold,claim_category,reg_reference,health_relationship
GB-00039,Riboflavin (Vitamin B2),Riboflavin contributes to the maintenance of normal vision,The claim may be used only for food which is at least a source of riboflavin as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal vision
GB-RIBOFLAVIN-VITAMIN-B2--0185,Riboflavin (Vitamin B2),Riboflavin contributes to the normal metabolism of iron,The claim may be used only for food which is at least a source of riboflavin as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal metabolism of iron
GB-00207,Riboflavin (Vitamin B2),Riboflavin contributes to the protection of cells from oxidative stress,The claim may be used only for food which is at least a source of riboflavin as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,"protection of DNA, proteins and lipids from oxidative damage"
GB-00041,Riboflavin (Vitamin B2),Riboflavin contributes to the reduction of tiredness and fatigue,The claim may be used only for food which is at least a source of riboflavin as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,reduction of tiredness and fatigue
GB-00825,Rye fibre,Rye fibre contributes to normal bowel function,The claim may be used only for food which is high in that fibre as referred to in the claim HIGH FIBRE as listed in the Annex to Regulation (EC) No 1924/2006.,False,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,changes in bowel function
GB-00396,Selenium,Selenium contributes to normal spermatogenesis,The claim may be used only for food which is at least a source of selenium as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,spermatogenesis
GB-00281,Selenium,Selenium contributes to the maintenance of normal hair,The claim may be used only for food which is at least a source of selenium as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal hair
GB-00281,Selenium,Selenium contributes to the maintenance of normal nails,The claim may be used only for food which is at least a source of selenium as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal nails
GB-SELENIUM-0192,Selenium,Selenium contributes to the normal function of the immune system,The claim may be used only for food which is at least a source of selenium as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of the normal function of the immune system
GB-SELENIUM-0194,Selenium,Selenium contributes to the normal thyroid function,The claim may be used only for food which is at least a source of selenium as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,thyroid function
GB-SELENIUM-0196,Selenium,Selenium contributes to the protection of cells from oxidative stress,The claim may be used only for food which is at least a source of selenium as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,"protection of DNA, proteins and lipids from oxidative damage"
GB-01418,Meal replacement for weight control,Substituting one daily meal of an energy restricted diet with a meal replacement contributes to the maintenance of weight after weight loss,"In order to bear the claim, a food should comply with the following requirements:
1. Energy content
The energy content shall not be less than 200 kcal (840 kJ) and shall not exceed 250 kcal (1046 KJ) per meal.*
2. Fat content and composition
The energy derived from fat shall not exceed 30% of total available energy content of the product.
The linoleic acid (in the form of glycerides) shall not be less than 1 g.
3. Protein content and composition
The protein contained in the food shall provide not less than 25 % and not more than 50% of the total energy content of the product.
The chemical index of protein shall be equal to that set by the World Health Organization in ‘Energy and protein requirements’. Report of a Joint WHO/FAO/UNU Meeting. Geneva: World Health Organisation, 1985 (WHO Technical Report Series, 724): 
Amino acid requirement pattern (g/100g protein)
Cystine + methionine 1,7
Histidine 1,6
Isoleucine 1,3
Leucine 1,9
Lysine 1,6
Phenylalanine + tyrosine 1,9
Threonine 0,9
Tryptophan 0,5
Valine 1,3
The ‘chemical index’ shall mean the lowest of the ratios between the quantity of each essential amino acid of the test protein in and the quantity of each corresponding amino acid of the reference protein. 
If the chemical index is lower than 100 % of the reference protein, the minimum protein levels shall be correspondingly increased. In any case the chemical index of the protein shall at least be equal to 80 % of that of the reference protein. 
In all cases, the addition of amino acids is permitted solely for the purpose of improving the nutritional value of the proteins and only in the proportions necessary for that purpose.
4. Vitamins and minerals
The food shall provide at least 30% of the amounts of the nutrient reference values of vitamins and minerals per meal as laid down in Annex XIII to Regulation (EU) No 1169/2011. This requirement does not apply to fluoride, chromium, chloride and molybdenum. The amount of sodium per meal provided by the food shall be at least 172,5 mg. The amount of potassium per meal provided by the food shall be at least 500 mg.**
In order to bear the claim, information shall be provided to the consumer on the importance of maintaining an adequate daily fluid intake and on the fact that the products are useful for the intended use only as part of an energy-restricted diet and that other foodstuffs should be a necessary part of such diet.",True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012 Amended by  Commission Regulation (EC) 2016/1413 of 24/08/2016,Maintenance of body weight after weight loss
GB-01417,Meal replacement for weight control,Substituting two daily meals of an energy restricted diet with meal replacements contributes to weight loss,"In order to bear the claim, a food should comply with the following requirements:
1. Energy content
The energy content shall not be less than 200 kcal (840 kJ) and shall not exceed 250 kcal (1046 KJ) per meal.*
2. Fat content and composition
The energy derived from fat shall not exceed 30% of total available energy content of the product.
The linoleic acid (in the form of glycerides) shall not be less than 1 g.
3. Protein content and composition
The protein contained in the food shall provide not less than 25 % and not more than 50% of the total energy content of the product.
The chemical index of protein shall be equal to that set by the World Health Organization in ‘Energy and protein requirements’. Report of a Joint WHO/FAO/UNU Meeting. Geneva: World Health Organisation, 1985 (WHO Technical Report Series, 724):
Amino acid requirement pattern (g/100g protein)
Cystine + methionine 1,7
Histidine 1,6
Isoleucine 1,3
Leucine 1,9
Lysine 1,6
Phenylalanine + tyrosine 1,9
Threonine 0,9
Tryptophan 0,5
Valine 1,3
The ‘chemical index’ shall mean the lowest of the ratios between the quantity of each essential amino acid of the test protein in and the quantity of each corresponding amino acid of the reference protein. 
If the chemical index is lower than 100 % of the reference protein, the minimum protein levels shall be correspondingly increased. In any case the chemical index of the protein shall at least be equal to 80 % of that of the reference protein. 
In all cases, the addition of amino acids is permitted solely for the purpose of improving the nutritional value of the proteins, and only in the proportions necessary for that purpose.
4. Vitamins and minerals
The food shall provide at least 30% of the amounts of the nutrient reference values of vitamins and minerals per meal as laid down Annex XIII to Regulation (EU) No 1169/2011. This requirement does not apply to fluoride, chromium, chloride and molybdenum. The amount of sodium per meal provided by the food shall be at least 172,5 mg. The amount of potassium per meal provided by the food shall be at least 500 mg.**",True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012 Amended by  Commission Regulation (EC) 2016/1413 of 24/08/2016,Reduction in body weight
GB-SUGAR-FREE-CHEWING-GUM-0202,Sugar-free chewing gum,Sugar-free chewing gum contributes to the maintenance of tooth mineralization,"The claim may be used only for chewing gum which complies with the conditions of use for the nutrition claim SUGARS FREE as listed in the Annex to Regulation (EC) No 1924/2006.
Information shall be given to the consumer that the beneficial effect is obtained with chewing, for at least 20 minutes, after eating or drinking.",True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of tooth mineralisation
GB-SUGAR-FREE-CHEWING-GUM-0205,Sugar-free chewing gum,Sugar-free chewing gum contributes to the neutralisation of plaque acids,"The claim may be used only for chewing gum which complies with the conditions of use for the nutrition claim SUGARS FREE as listed in the Annex to Regulation (EC) No 1924/2006.
Information shall be given to the consumer that the beneficial effect is obtained with chewing, for at least 20 minutes, after eating or drinking.",True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,plaque acid neutralisation
GB-01240,Sugar-free chewing gum,Sugar-free chewing gum contributes to the reduction of oral dryness,"The claim may be used only for chewing gum which complies with the conditions of use for the nutrition claim SUGARS FREE as listed in the Annex to Regulation (EC) No 1924/2006.
Information shall be given to the consumer that the beneficial effect is obtained with use of the chewing gum whenever the mouth feels dry",True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,reduction of oral dryness
GB-01153,Sugar-free chewing gum with carbamide,Sugar-free chewing gum with carbamide neutralises plaque acids more effectively than sugar-free chewing gums without carbamide,"The claim may be used only for chewing gum which complies with the conditions of use for the nutrition claim SUGARS FREE as listed in the Annex to Regulation (EC) No 1924/2006.
In order to bear the claim each piece of sugar-free chewing gum should contain at least 20 mg carbamide. Information shall be given to the consumer that gum should be chewed for at least 20 minutes after eating or drinking.",True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,plaque acid neutralisation
GB-THIAMINE-0209,Thiamine,Thiamine contributes to normal energy-yielding metabolism,The claim may be used only for food which is at least a source of thiamine as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,energy-yielding metabolism
GB-THIAMINE-0210,Thiamine,Thiamine contributes to normal functioning of the nervous system,The claim may be used only for food which is at least a source of thiamine as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,function of the nervous system
GB-00205,Thiamine,Thiamine contributes to normal psychological function,The claim may be used only for food which is at least a source of thiamine as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal psychological functions
GB-00020,Thiamine,Thiamine contributes to the normal function of the heart,The claim may be used only for food which is at least a source of thiamine as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,cardiac function
GB-00206,Vitamin A,Vitamin A contributes to normal iron metabolism,The claim may be used only for food which is at least a source of vitamin A as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,metabolism of iron
GB-VITAMIN-A-0214,Vitamin A,Vitamin A contributes to the maintenance of normal mucous membranes,The claim may be used only for food which is at least a source of vitamin A as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal skin and mucous membranes
GB-VITAMIN-A-0216,Vitamin A,Vitamin A contributes to the maintenance of normal skin,The claim may be used only for food which is at least a source of vitamin A as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal skin and mucous membranes
GB-VITAMIN-A-0218,Vitamin A,Vitamin A contributes to the maintenance of normal vision,The claim may be used only for food which is at least a source of vitamin A as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of normal vision
GB-VITAMIN-A-0220,Vitamin A,Vitamin A contributes to the normal function of the immune system,The claim may be used only for food which is at least a source of vitamin A as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of the normal function of the immune system
GB-00014,Vitamin A,Vitamin A has a role in the process of cell specialisation,The claim may be used only for food which is at least a source of vitamin A as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,cell differentiation
GB-VITAMIN-B12-0223,Vitamin B12,Vitamin B12 contributes to normal energy-yielding metabolism,The claim may be used only for food which is at least a source of vitamin B12 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,energy-yielding metabolism
GB-VITAMIN-B12-0224,Vitamin B12,Vitamin B12 contributes to normal functioning of the nervous system,The claim may be used only for food which is at least a source of vitamin B12 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to neurological and psychological function
GB-VITAMIN-B12-0225,Vitamin B12,Vitamin B12 contributes to normal homocysteine metabolism,The claim may be used only for food which is at least a source of vitamin B12 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal homocysteine metabolism
GB-VITAMIN-B12-0226,Vitamin B12,Vitamin B12 contributes to normal psychological function,The claim may be used only for food which is at least a source of vitamin B12 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to neurological and psychological function
GB-VITAMIN-B12-0227,Vitamin B12,Vitamin B12 contributes to normal red blood cell formation,The claim may be used only for food which is at least a source of vitamin B12 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,red blood cell formation
GB-00107,Vitamin B12,Vitamin B12 contributes to the normal function of the immune system,The claim may be used only for food which is at least a source of vitamin B12 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,function of the immune system
GB-00108,Vitamin B12,Vitamin B12 contributes to the reduction of tiredness and fatigue,The claim may be used only for food which is at least a source of vitamin B12 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,reduction of tiredness and fatigue
GB-VITAMIN-B12-0230,Vitamin B12,Vitamin B12 has a role in the process of cell division,The claim may be used only for food which is at least a source of vitamin B12 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,cell division
GB-04283,Vitamin B6,Vitamin B6 contributes to normal cysteine synthesis,The claim may be used only for food which is at least a source of vitamin B6 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal cysteine synthesis
GB-VITAMIN-B6-0233,Vitamin B6,Vitamin B6 contributes to normal energy-yielding metabolism,The claim may be used only for food which is at least a source of vitamin B6 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal energy-yielding metabolism
GB-00066,Vitamin B6,Vitamin B6 contributes to normal functioning of the nervous system,The claim may be used only for food which is at least a source of vitamin B6 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,function of the nervous system
GB-VITAMIN-B6-0235,Vitamin B6,Vitamin B6 contributes to normal homocysteine metabolism,The claim may be used only for food which is at least a source of vitamin B6 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal homocysteine metabolism
GB-VITAMIN-B6-0236,Vitamin B6,Vitamin B6 contributes to normal protein and glycogen metabolism,The claim may be used only for food which is at least a source of vitamin B6 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,protein and glycogen metabolism
GB-00077,Vitamin B6,Vitamin B6 contributes to normal psychological function,The claim may be used only for food which is at least a source of vitamin B6 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal psychological functions
GB-VITAMIN-B6-0238,Vitamin B6,Vitamin B6 contributes to normal red blood cell formation,The claim may be used only for food which is at least a source of vitamin B6 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,red blood cell formation
GB-00068,Vitamin B6,Vitamin B6 contributes to the normal function of the immune system,The claim may be used only for food which is at least a source of vitamin B6 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,function of the immune system
GB-00078,Vitamin B6,Vitamin B6 contributes to the reduction of tiredness and fatigue,The claim may be used only for food which is at least a source of vitamin B6 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,reduction of tiredness and fatigue
GB-00069,Vitamin B6,Vitamin B6 contributes to the regulation of hormonal activity,The claim may be used only for food which is at least a source of vitamin B6 as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,regulation of hormonal activity
GB-00144,Vitamin C,Vitamin C contributes to maintain the normal function of the immune system during and after intense physical exercise,The claim may be used only for food which provides a daily intake of 200 mg vitamin C. In order to bear the claim information shall be given to the consumer that the beneficial effect is obtained with a daily intake of 200 mg in addition to the recommended daily intake of vitamin C.,False,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,function of the immune system during and after extreme physical exercise
GB-VITAMIN-C-0243,Vitamin C,Vitamin C contributes to normal collagen formation for the normal function of blood vessels,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,collagen formation
GB-VITAMIN-C-0244,Vitamin C,Vitamin C contributes to normal collagen formation for the normal function of bones,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,collagen formation
GB-VITAMIN-C-0245,Vitamin C,Vitamin C contributes to normal collagen formation for the normal function of cartilage,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,collagen formation
GB-VITAMIN-C-0246,Vitamin C,Vitamin C contributes to normal collagen formation for the normal function of gums,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,collagen formation
GB-VITAMIN-C-0247,Vitamin C,Vitamin C contributes to normal collagen formation for the normal function of skin,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,collagen formation
GB-VITAMIN-C-0248,Vitamin C,Vitamin C contributes to normal collagen formation for the normal function of teeth,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,collagen formation
GB-VITAMIN-C-0249,Vitamin C,Vitamin C contributes to normal energy-yielding metabolism,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal energy-yielding metabolism
GB-00133,Vitamin C,Vitamin C contributes to normal functioning of the nervous system,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,function of the nervous system
GB-00140,Vitamin C,Vitamin C contributes to normal psychological function,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,contribution to normal psychological functions
GB-VITAMIN-C-0253,Vitamin C,Vitamin C contributes to the normal function of the immune system,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of the normal function of the immune system
GB-VITAMIN-C-0255,Vitamin C,Vitamin C contributes to the protection of cells from oxidative stress,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,"protection of DNA, proteins and lipids from oxidative damage"
GB-VITAMIN-C-0257,Vitamin C,Vitamin C contributes to the reduction of tiredness and fatigue,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,reduction of tiredness and fatigue
GB-00202,Vitamin C,Vitamin C contributes to the regeneration of the reduced form of vitamin E,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,regeneration of the reduced form of vitamin E
GB-VITAMIN-C-0259,Vitamin C,Vitamin C increases iron absorption,The claim may be used only for food which is at least a source of vitamin C as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,non-haem iron absorption
GB-VITAMIN-D-0260,Vitamin D,Vitamin D contributes to normal absorption/utilisation of calcium and phosphorus,The claim may be used only for food which is at least a source of vitamin D as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,absorption and utilisation of calcium and phosphorus and maintenance of normal blood calcium concentrations
GB-VITAMIN-D-0262,Vitamin D,Vitamin D contributes to normal blood calcium levels,The claim may be used only for food which is at least a source of vitamin D as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,absorption and utilisation of calcium and phosphorus and maintenance of normal blood calcium concentrations
GB-VITAMIN-D-0264,Vitamin D,Vitamin D contributes to the maintenance of normal bones,The claim may be used only for food which is at least a source of vitamin D as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of bones and teeth
GB-00155,Vitamin D,Vitamin D contributes to the maintenance of normal muscle function,The claim may be used only for food which is at least a source of vitamin D as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,Normal muscle function
GB-VITAMIN-D-0267,Vitamin D,Vitamin D contributes to the maintenance of normal teeth,The claim may be used only for food which is at least a source of vitamin D as referred to in the claim SOURCE OF [NAME OF VITAMIN/S] AND/OR [NAME OF MINERAL/S] as listed in the Annex to Regulation (EC) No 1924/2006.,True,False,Art.13(1),Commission Regulation (EU) 432/2012 of 16/05/2012,maintenance of bones and teeth
